rainfall_24h_mm,rainfall_72h_mm,soil_moisture_pct,slope_angle_deg,vulnerability_index,pore_water_pressure_kpa,elevation_m,vegetation_ndvi,landslide_probability_true,landslide_occurred
191.04,446.97,74.42,31.41,66.99,23.26,3316.9,0.372,0.9963,1
26.49,176.0,48.67,39.2,88.51,3.06,3475.7,0.296,0.885,1
136.32,380.96,61.63,37.21,71.49,12.9,1779.6,0.278,0.9856,1
12.09,72.46,39.4,21.99,86.46,0.7,647.3,0.427,0.5395,1
105.51,265.71,47.87,47.21,85.13,11.84,2456.4,0.308,0.9727,1
71.88,174.28,34.71,25.79,86.79,5.05,3291.5,0.5,0.8302,1
96.22,203.03,56.02,38.44,95.62,7.76,302.3,0.354,0.9559,1
62.97,150.79,29.57,40.46,34.1,3.79,272.7,0.315,0.7646,1
16.57,35.74,25.88,42.19,47.73,1.0,2221.4,0.518,0.4028,0
7.95,82.04,39.24,43.87,81.25,0.41,330.2,0.334,0.6587,1
14.41,36.5,43.99,32.93,45.56,0.97,1492.2,0.468,0.5144,1
52.96,121.07,39.79,20.96,60.69,4.18,1445.5,0.505,0.6688,1
174.04,477.13,55.0,44.91,83.05,12.92,526.6,0.318,0.9954,1
59.6,231.04,59.21,39.86,89.88,8.39,2661.4,0.358,0.9178,1
24.52,81.49,43.16,48.84,56.84,2.09,559.3,0.328,0.7571,1
153.97,449.65,63.98,48.27,83.17,19.31,1103.8,0.352,0.9947,1
14.09,50.73,38.6,49.14,83.81,0.69,2599.9,0.493,0.618,1
31.65,109.56,37.06,38.68,63.78,2.05,2240.0,0.311,0.7872,1
16.01,57.14,40.32,35.13,88.88,0.94,1759.6,0.276,0.7519,1
172.26,385.13,56.56,47.16,44.34,21.93,361.5,0.413,0.9886,1
3.98,19.46,18.89,37.93,39.53,0.12,2718.1,0.365,0.3362,0
24.16,65.36,33.31,30.71,51.98,1.39,2923.7,0.46,0.4988,0
25.18,76.03,33.9,49.62,66.2,1.73,537.2,0.408,0.6661,1
8.75,82.29,41.11,50.86,69.33,0.77,3454.5,0.311,0.7473,1
37.86,137.08,44.76,38.26,57.37,3.77,1346.4,0.314,0.8171,1
53.2,184.0,59.96,26.16,69.95,4.55,1600.4,0.51,0.8466,1
154.45,348.11,61.69,36.47,94.16,14.69,1567.8,0.329,0.9908,1
32.24,103.75,33.15,47.6,57.56,1.41,2288.7,0.417,0.6875,1
49.07,155.13,47.53,51.82,68.12,5.39,2091.5,0.365,0.8408,1
84.43,261.68,51.66,31.38,61.5,7.02,2050.7,0.51,0.9099,1
41.98,159.64,57.08,25.68,95.78,3.27,2778.4,0.351,0.7894,1
120.83,264.11,60.01,50.62,42.14,11.64,3262.3,0.433,0.9554,1
7.14,15.87,28.5,36.51,85.52,0.26,2911.8,0.37,0.497,0
7.56,20.94,18.88,40.0,46.06,0.33,2579.1,0.477,0.3027,0
54.52,173.11,46.07,56.19,49.58,3.95,366.8,0.343,0.8508,1
190.46,475.19,62.49,25.65,35.96,19.7,1020.0,0.577,0.9844,1
20.75,57.64,29.43,42.73,82.07,1.48,546.0,0.193,0.6984,1
51.83,122.72,51.65,26.08,70.02,3.87,3020.6,0.491,0.6379,1
33.61,103.79,35.28,36.18,62.75,1.74,2352.0,0.419,0.6416,1
25.08,74.91,28.06,47.61,81.82,1.36,310.8,0.245,0.8547,1
49.22,116.82,33.91,37.53,55.82,4.11,2586.7,0.297,0.7644,1
20.16,63.86,37.63,60.28,74.64,1.8,1312.3,0.261,0.779,1
100.26,234.58,49.36,40.42,88.48,9.75,1993.2,0.211,0.9633,1
37.33,105.12,38.18,34.81,53.92,3.22,2113.2,0.36,0.5648,1
36.0,97.16,41.66,31.92,49.95,2.75,735.6,0.305,0.6476,1
65.05,210.78,33.93,35.56,69.35,3.9,1516.1,0.495,0.8517,1
12.2,47.74,48.93,36.11,87.13,1.03,1607.3,0.217,0.7797,1
12.3,66.83,32.66,25.78,72.65,0.72,2229.1,0.542,0.3895,0
25.58,68.07,43.75,36.03,65.73,2.37,3135.8,0.51,0.6703,1
15.88,40.74,45.81,38.21,55.83,1.65,2230.3,0.394,0.6075,1
27.45,89.61,34.88,44.89,84.33,1.87,2456.1,0.275,0.661,1
21.0,70.58,36.9,42.96,76.73,1.81,2393.2,0.339,0.6217,1
30.02,65.99,38.16,44.46,63.71,2.33,478.7,0.306,0.6153,1
56.15,133.01,58.92,20.71,71.89,7.42,1189.2,0.44,0.8235,1
13.9,39.38,34.75,31.84,68.52,1.01,1525.8,0.347,0.5281,1
147.06,450.94,62.47,43.1,30.32,20.27,1666.6,0.412,0.9849,1
129.77,281.78,57.51,38.66,67.61,9.14,2978.6,0.533,0.9725,1
69.13,217.73,44.78,20.16,72.35,7.21,1933.9,0.492,0.806,1
82.65,171.14,38.49,47.63,87.62,7.48,2891.3,0.32,0.933,1
67.13,189.79,52.86,46.51,74.39,8.14,3191.5,0.291,0.8983,1
104.16,315.25,46.53,40.16,66.59,10.42,2496.7,0.324,0.9672,1
9.68,35.89,34.63,25.65,44.48,0.75,573.8,0.437,0.3507,0
33.88,104.16,39.86,46.3,60.23,1.94,863.1,0.404,0.7395,1
12.5,42.03,49.28,41.03,18.35,0.78,2932.7,0.484,0.4247,0
88.21,188.52,61.41,46.83,34.18,8.54,2060.5,0.511,0.8764,1
26.86,83.59,48.64,45.81,25.52,2.32,1902.5,0.443,0.5173,1
100.16,189.8,52.14,47.58,71.81,8.1,3397.1,0.383,0.9582,1
74.53,175.14,52.87,39.44,66.11,9.19,1414.1,0.433,0.9177,1
43.82,114.2,42.17,29.11,77.87,4.53,335.1,0.567,0.7207,1
27.27,92.63,35.19,43.37,32.95,2.11,1042.0,0.423,0.5185,1
341.45,746.62,82.74,41.98,60.45,51.41,1139.6,0.356,1.0,1
164.6,367.71,76.18,45.5,55.58,17.42,1891.0,0.382,0.9917,1
56.54,140.1,38.23,30.23,78.74,5.04,223.7,0.478,0.8087,1
49.92,126.65,42.62,31.1,56.19,4.88,3461.3,0.465,0.7351,1
91.69,206.2,41.17,51.24,45.16,5.33,404.3,0.296,0.8976,1
174.87,491.06,71.66,45.75,81.45,15.83,966.3,0.409,0.9956,1
57.83,185.32,62.52,52.16,87.68,8.56,2419.1,0.154,0.9327,1
31.33,86.19,45.8,46.04,59.41,3.26,3426.0,0.372,0.6772,1
52.73,187.12,59.35,41.37,24.22,7.56,1889.1,0.452,0.8025,1
21.39,91.05,37.2,42.89,74.29,1.33,1327.9,0.279,0.7594,1
11.15,71.86,21.32,51.18,49.86,0.49,736.2,0.298,0.5922,1
44.26,135.36,39.43,40.91,27.06,4.06,3181.1,0.574,0.5322,1
19.7,73.96,32.2,42.3,40.48,1.04,365.3,0.448,0.5807,1
171.32,540.83,67.37,29.73,81.76,20.97,430.9,0.345,0.9982,1
24.73,55.85,39.81,38.43,53.41,1.86,410.5,0.522,0.4441,0
43.21,145.84,33.3,44.69,70.42,1.78,1739.3,0.428,0.7653,1
94.31,266.15,58.12,33.44,28.47,12.48,3272.9,0.533,0.8495,1
26.89,76.38,49.15,31.34,63.96,3.21,2034.1,0.388,0.6146,1
29.74,90.13,37.21,34.62,60.36,1.93,1370.4,0.362,0.5857,1
26.21,95.74,40.31,32.58,41.65,2.11,987.1,0.52,0.3735,0
139.3,364.92,58.44,31.75,50.29,15.5,1897.8,0.356,0.9831,1
25.91,77.5,34.42,37.34,64.6,1.47,1657.0,0.378,0.6363,1
36.47,113.96,48.46,52.13,55.59,2.31,508.4,0.231,0.8033,1
68.52,207.82,44.06,39.18,56.83,5.66,220.8,0.372,0.8731,1
59.35,165.91,42.37,30.86,40.41,3.82,2163.6,0.649,0.4536,0
71.65,223.53,45.77,26.23,21.68,6.72,3032.7,0.584,0.6567,1
22.17,96.53,52.37,44.09,76.83,2.2,2209.2,0.427,0.7564,1
39.43,102.97,41.1,36.35,61.91,3.19,1277.0,0.39,0.7594,1
145.22,386.52,69.12,48.28,61.48,19.9,705.6,0.43,0.9902,1
67.07,191.2,33.8,43.04,69.66,5.33,2638.9,0.247,0.9212,1
45.07,153.24,29.07,47.33,49.44,1.82,2517.1,0.338,0.8077,1
145.81,446.66,57.87,33.47,51.77,18.97,2994.8,0.561,0.9773,1
90.73,228.23,60.15,43.98,32.79,13.32,3443.5,0.459,0.8942,1
17.33,44.64,35.03,33.24,63.39,1.3,570.0,0.356,0.56,1
267.11,631.84,76.15,53.98,15.79,28.08,1073.1,0.521,0.9986,1
88.88,172.49,38.82,42.4,39.27,7.95,1334.5,0.449,0.7996,1
107.33,298.99,48.11,34.9,38.68,11.51,1974.4,0.559,0.9067,1
136.83,481.39,74.62,33.4,49.05,23.7,375.7,0.369,0.9901,1
126.75,394.31,58.47,30.96,30.5,13.58,1110.0,0.525,0.9426,1
174.7,481.14,72.02,44.04,51.44,28.51,2820.7,0.408,0.9952,1
20.39,152.46,41.74,31.87,32.34,1.19,359.6,0.638,0.4916,0
21.2,151.45,39.35,41.33,53.13,1.63,2899.0,0.465,0.6597,1
61.26,161.76,35.96,33.26,59.74,4.22,809.3,0.353,0.736,1
125.88,250.2,53.99,43.11,49.39,16.08,1206.8,0.464,0.9674,1
132.45,381.0,50.31,48.02,66.33,15.47,2569.6,0.116,0.9946,1
3.01,25.35,29.53,46.69,52.91,0.19,2723.2,0.297,0.5538,1
78.81,221.34,40.72,46.11,77.55,4.58,895.7,0.366,0.923,1
8.02,27.93,43.2,30.85,64.18,0.78,1537.7,0.479,0.4393,0
77.89,248.57,37.22,26.82,34.09,5.79,998.2,0.491,0.7583,1
94.43,257.67,61.17,44.17,67.8,13.06,1893.9,0.26,0.9636,1
7.55,42.64,24.87,36.0,45.76,0.45,2352.9,0.53,0.3471,0
52.36,194.78,60.86,37.51,61.23,5.69,1091.2,0.468,0.8609,1
26.17,96.52,45.84,23.24,56.01,2.6,1725.1,0.526,0.5583,1
32.78,127.59,44.13,33.11,60.27,3.57,1968.1,0.432,0.7717,1
26.51,75.75,26.56,23.44,48.04,1.04,1582.6,0.462,0.4377,0
107.84,339.32,48.81,50.7,60.71,12.11,1895.9,0.382,0.9669,1
53.19,123.67,44.31,32.64,83.43,3.26,675.2,0.285,0.7971,1
31.35,112.94,46.19,40.38,74.2,1.77,333.6,0.284,0.7939,1
97.94,306.19,53.99,23.86,69.77,12.17,408.5,0.377,0.9413,1
127.89,331.13,46.59,43.24,42.19,14.59,3410.3,0.51,0.9693,1
22.72,113.06,35.97,34.86,32.13,1.01,444.0,0.563,0.4903,0
14.48,54.38,34.86,51.62,39.44,1.16,1473.9,0.322,0.4918,0
34.81,111.69,31.47,51.13,41.7,2.31,2812.4,0.321,0.6607,1
2.86,27.41,49.7,34.92,77.31,0.3,3007.0,0.534,0.4926,0
12.49,46.03,43.92,51.77,73.19,0.99,1086.0,0.416,0.7669,1
40.93,98.86,35.26,59.99,85.03,2.51,2312.0,0.121,0.8556,1
24.4,74.75,44.62,48.42,22.09,1.83,2589.1,0.537,0.4055,0
0.13,20.49,35.52,49.2,66.48,0.01,3222.5,0.132,0.5908,1
276.78,750.0,77.59,32.8,75.32,51.93,3134.1,0.326,0.9998,1
21.15,48.56,37.6,40.86,77.75,1.8,1635.9,0.199,0.6398,1
120.27,335.81,52.38,25.69,85.22,10.13,1986.4,0.311,0.9752,1
44.61,127.74,35.99,27.14,51.64,3.47,2843.0,0.505,0.6016,1
137.08,284.79,63.68,60.92,8.35,17.92,2175.8,0.506,0.9736,1
162.78,438.0,67.15,34.95,38.91,25.14,1375.0,0.434,0.9933,1
31.04,121.46,31.21,45.69,56.45,1.28,3336.3,0.473,0.6736,1
13.91,39.55,44.36,47.71,41.15,1.3,3492.5,0.415,0.5726,1
45.57,95.9,51.16,49.76,23.51,3.54,3279.0,0.557,0.6025,1
7.69,47.13,29.74,60.42,87.72,0.35,1340.8,0.124,0.8156,1
48.75,155.35,49.82,32.58,73.65,5.14,999.7,0.223,0.8484,1
8.88,42.99,44.97,23.96,58.34,0.94,1827.3,0.544,0.3784,0
23.74,68.43,44.26,37.02,50.78,1.97,2789.8,0.329,0.5588,1
276.02,662.07,86.0,28.7,64.7,42.85,1091.5,0.71,0.9995,1
14.63,55.2,46.76,22.44,67.67,1.55,1541.8,0.296,0.5505,1
79.79,271.17,44.83,35.81,80.07,4.41,699.7,0.459,0.9399,1
8.11,32.95,23.12,46.89,55.19,0.4,2515.3,0.512,0.4437,0
34.34,90.72,29.94,40.6,50.35,1.31,2633.4,0.493,0.4979,0
27.94,83.71,27.24,34.59,87.11,1.16,1835.4,0.374,0.7587,1
79.74,343.03,53.7,42.89,69.7,8.85,2633.4,0.307,0.9639,1
26.22,78.44,48.44,32.29,67.86,2.15,2326.6,0.456,0.693,1
134.79,379.56,72.05,21.56,65.92,15.38,3267.1,0.472,0.9607,1
82.55,156.81,40.25,46.23,67.78,6.17,2135.7,0.213,0.8745,1
40.07,125.02,51.79,42.07,56.2,4.78,1377.7,0.295,0.6558,1
85.49,291.93,55.08,46.16,57.19,8.26,2607.8,0.336,0.9379,1
226.65,677.87,72.88,23.85,58.84,31.27,387.3,0.52,0.9989,1
37.38,93.17,49.52,48.89,28.04,2.6,1771.9,0.648,0.5766,1
12.36,57.08,35.24,41.96,85.04,0.77,3387.6,0.277,0.7068,1
80.27,179.79,35.66,40.53,24.34,3.5,2527.2,0.454,0.8025,1
4.08,32.83,46.64,42.09,79.89,0.44,3495.4,0.337,0.6693,1
56.01,166.68,55.24,50.04,61.67,4.54,1496.4,0.379,0.8741,1
50.7,147.21,43.05,41.11,74.95,5.23,1496.6,0.34,0.7928,1
47.65,163.81,55.51,40.96,21.72,4.4,396.5,0.573,0.7159,1
5.19,33.02,40.55,58.86,78.67,0.48,1390.3,0.328,0.8111,1
102.22,273.41,45.46,45.97,51.66,7.93,666.0,0.295,0.9094,1
26.42,83.12,28.2,37.73,65.06,1.04,1505.2,0.383,0.6248,1
21.59,84.52,30.58,44.42,40.45,1.22,206.2,0.538,0.4609,0
4.29,29.74,30.01,36.51,47.51,0.2,1646.2,0.355,0.3245,0
25.06,77.55,48.89,32.19,64.12,1.98,3299.2,0.402,0.5889,1
13.38,38.22,45.18,41.37,78.32,0.97,2715.8,0.262,0.6568,1
40.87,163.04,28.24,53.29,46.96,1.9,995.8,0.477,0.6938,1
132.86,384.35,69.42,53.35,45.0,17.04,1091.2,0.276,0.9853,1
57.28,150.62,33.71,35.35,91.46,2.64,1220.4,0.373,0.8471,1
82.39,262.59,58.93,39.67,47.69,7.45,505.9,0.513,0.8839,1
104.92,339.94,48.08,31.65,60.51,10.2,3473.4,0.526,0.9514,1
104.39,313.69,48.56,59.85,63.2,11.06,2403.9,0.276,0.9689,1
47.78,111.93,42.33,57.53,84.62,3.07,2636.9,0.196,0.888,1
11.99,47.68,42.11,42.76,88.1,0.78,2492.6,0.308,0.8155,1
69.25,190.28,37.84,47.63,90.99,4.77,1734.7,0.384,0.9082,1
44.36,171.13,54.01,44.65,73.06,5.93,2893.9,0.312,0.8518,1
30.81,108.99,52.05,41.27,59.45,3.07,984.6,0.33,0.6822,1
171.96,505.29,57.06,24.85,78.84,22.15,1480.9,0.5,0.991,1
19.48,58.55,38.0,38.0,74.26,1.77,1275.3,0.281,0.6105,1
73.43,219.75,41.61,43.47,53.28,6.2,3343.7,0.478,0.8311,1
4.21,12.4,26.8,43.55,84.67,0.21,328.8,0.324,0.6525,1
33.68,100.78,50.47,36.12,67.93,3.73,448.8,0.459,0.5413,1
69.76,231.11,45.5,54.15,26.98,5.12,3355.2,0.309,0.8352,1
47.31,163.16,53.77,30.14,47.48,6.27,2469.2,0.427,0.8039,1
29.86,82.91,38.27,39.03,67.05,2.08,2298.5,0.333,0.6367,1
45.54,117.9,36.8,43.93,81.51,4.03,2903.7,0.294,0.8408,1
70.46,150.41,55.46,44.12,71.36,8.55,3225.6,0.338,0.9165,1
71.92,152.25,39.68,42.74,86.62,4.21,3157.3,0.277,0.8347,1
85.87,257.78,61.83,33.56,50.34,7.9,3136.4,0.44,0.9389,1
199.13,526.58,70.6,29.72,61.87,23.27,2967.9,0.301,0.994,1
43.0,138.31,38.52,42.39,79.19,2.79,597.3,0.373,0.7338,1
159.63,508.56,65.42,41.43,66.59,12.73,2296.5,0.285,0.9942,1
37.4,102.64,30.8,30.56,52.04,2.66,1820.6,0.525,0.5297,1
39.54,125.23,49.25,44.35,34.8,2.95,2775.7,0.322,0.7587,1
2.7,12.11,34.2,38.01,29.55,0.21,3352.0,0.535,0.3291,0
7.47,30.58,27.35,43.27,58.21,0.37,1402.8,0.394,0.4348,0
11.41,51.21,46.48,48.9,74.24,1.04,2690.8,0.308,0.7455,1
15.75,100.97,49.35,30.22,58.85,1.47,900.0,0.368,0.688,1
167.54,368.25,70.41,22.1,95.53,28.64,1590.8,0.476,0.9947,1
5.99,25.78,36.51,46.73,27.23,0.38,2586.3,0.475,0.3782,0
2.79,8.31,43.32,41.7,62.8,0.21,487.4,0.279,0.5205,1
6.44,18.29,37.85,44.19,39.38,0.49,3044.6,0.53,0.3797,0
67.64,156.51,43.98,48.93,30.95,5.05,3226.3,0.374,0.8749,1
3.86,22.48,38.84,47.57,95.21,0.3,3077.7,0.221,0.7237,1
12.08,34.94,40.08,55.58,86.19,0.94,202.5,0.32,0.7124,1
212.28,448.93,69.46,39.86,61.35,32.55,2851.4,0.403,0.9969,1
64.97,205.48,59.42,38.76,77.95,9.6,3160.0,0.231,0.9476,1
44.85,91.35,41.91,36.81,41.55,4.64,3446.6,0.366,0.6593,1
16.89,49.64,33.18,29.63,38.84,0.76,310.7,0.454,0.442,0
20.64,109.09,40.6,40.76,20.49,1.5,2060.6,0.539,0.4042,0
77.59,238.77,37.79,33.61,73.96,5.13,3110.4,0.397,0.8494,1
31.66,84.61,28.47,52.88,82.22,1.31,2612.5,0.407,0.7961,1
137.56,432.33,58.62,41.02,48.08,17.47,3019.3,0.321,0.9867,1
154.26,483.4,79.95,41.26,27.76,30.33,2504.7,0.579,0.9886,1
21.59,80.04,45.04,35.67,77.83,1.36,279.8,0.446,0.745,1
145.26,354.59,49.61,24.76,75.38,11.2,3098.1,0.522,0.9749,1
225.07,536.6,72.87,23.29,72.73,37.91,2238.5,0.34,0.9979,1
9.06,32.79,22.89,37.3,45.17,0.33,1016.6,0.435,0.3553,0
48.8,194.71,41.82,26.63,58.0,3.62,2443.4,0.48,0.6957,1
245.08,460.66,73.71,41.62,91.64,39.07,1897.5,0.256,0.9994,1
21.68,61.64,31.75,50.79,51.71,0.94,2567.4,0.394,0.5688,1
7.46,25.51,42.55,50.88,89.86,0.6,1760.3,0.241,0.6982,1
24.36,69.94,29.63,43.03,63.83,0.97,538.2,0.471,0.6123,1
5.2,25.14,30.88,31.63,68.56,0.26,3210.0,0.481,0.5196,1
51.77,126.75,39.52,49.97,70.8,3.09,2453.5,0.195,0.8592,1
88.48,222.44,58.26,51.03,90.09,11.08,2555.9,0.256,0.9716,1
40.19,116.26,39.66,31.16,66.56,2.23,2733.0,0.319,0.6624,1
58.51,291.32,51.96,45.35,38.58,6.26,1890.6,0.315,0.8758,1
56.05,179.4,38.7,33.88,18.29,4.23,2555.7,0.565,0.6288,1
39.88,160.14,38.68,47.56,78.03,3.21,898.5,0.207,0.8696,1
46.03,149.17,55.68,60.29,43.77,6.0,1746.9,0.459,0.8485,1
30.58,62.86,41.83,23.14,78.53,2.42,2482.4,0.395,0.5269,1
42.06,131.74,36.18,51.59,38.83,3.25,2856.3,0.532,0.7369,1
39.19,96.4,45.23,42.04,40.1,3.98,3394.6,0.488,0.6563,1
377.25,750.0,85.53,56.7,74.2,65.0,3040.5,0.256,1.0,1
178.81,458.69,70.07,38.23,80.1,20.23,337.1,0.314,0.9964,1
88.78,225.31,42.25,49.31,51.21,9.19,783.3,0.276,0.9354,1
27.56,90.16,44.5,25.41,80.82,1.57,2442.2,0.255,0.767,1
22.02,53.7,45.21,35.18,37.09,1.68,470.9,0.474,0.5775,1
59.96,171.72,55.25,25.68,28.19,7.51,3484.6,0.599,0.7368,1
29.02,78.44,29.04,56.9,72.11,1.39,1754.9,0.341,0.7701,1
131.45,409.66,64.49,48.1,55.71,16.19,2465.3,0.46,0.9866,1
14.76,51.24,33.72,49.52,56.14,0.68,357.8,0.247,0.5675,1
27.73,87.67,47.32,53.91,64.45,3.04,1620.5,0.347,0.705,1
20.4,61.22,32.03,26.65,47.3,1.58,990.7,0.476,0.2806,0
60.24,123.74,32.11,36.42,41.48,4.79,546.0,0.628,0.5535,1
47.55,133.51,49.9,25.91,80.49,3.09,2419.6,0.581,0.7332,1
38.3,118.41,30.72,31.62,72.4,1.72,3423.5,0.494,0.5395,1
121.9,378.57,63.26,32.21,67.93,14.22,1206.8,0.363,0.9732,1
66.39,159.7,35.85,38.32,91.23,3.7,3264.3,0.154,0.9135,1
17.53,54.78,39.15,33.37,47.52,1.4,210.3,0.394,0.439,0
74.76,148.87,41.97,27.43,78.98,7.21,2387.5,0.396,0.8579,1
47.47,102.62,45.06,30.14,80.17,2.92,1951.3,0.427,0.7648,1
17.6,46.47,29.72,29.38,65.19,0.63,1418.0,0.402,0.5003,1
11.98,49.76,41.75,56.67,87.15,1.25,1577.8,0.254,0.7933,1
34.92,74.08,37.44,46.06,47.01,2.33,2182.4,0.48,0.62,1
30.61,74.28,30.75,56.17,59.87,1.21,2041.5,0.414,0.6914,1
22.13,76.39,30.02,37.67,82.48,1.31,1877.0,0.246,0.6602,1
153.55,341.18,65.54,33.65,40.08,21.93,3443.9,0.501,0.9748,1
166.49,488.03,49.93,47.41,62.81,18.63,2736.4,0.382,0.9955,1
73.24,160.85,53.13,34.94,53.67,7.55,789.0,0.385,0.8468,1
171.22,521.74,85.79,34.23,74.39,30.6,3227.4,0.398,0.9981,1
62.95,153.15,33.63,32.3,35.14,3.85,1825.0,0.611,0.6841,1
12.7,61.36,45.53,28.68,85.7,1.16,246.4,0.485,0.6303,1
9.21,37.83,30.12,33.02,88.38,0.68,2793.7,0.118,0.7008,1
131.64,323.09,46.91,35.68,35.91,15.34,1364.3,0.527,0.9467,1
32.51,78.17,42.95,43.45,52.6,2.81,3496.3,0.431,0.6382,1
121.8,270.28,60.5,25.42,43.07,14.44,1994.7,0.593,0.9254,1
12.32,83.87,25.74,31.61,73.87,0.52,1092.2,0.455,0.5598,1
60.1,163.1,42.63,47.8,80.34,4.15,2681.5,0.27,0.9094,1
92.85,230.09,46.16,29.37,56.95,10.29,1117.8,0.447,0.8411,1
70.23,190.23,37.94,35.36,95.69,5.5,281.6,0.338,0.8898,1
4.56,30.85,37.72,50.05,45.1,0.31,518.2,0.317,0.437,0
22.54,62.07,39.25,29.68,52.58,1.83,2368.8,0.461,0.5213,1
25.27,74.81,32.41,26.53,61.41,1.11,906.5,0.459,0.5523,1
51.92,99.38,46.93,38.67,58.1,5.91,984.7,0.368,0.788,1
300.92,750.0,71.43,34.31,29.88,40.39,691.5,0.43,0.9996,1
40.18,99.6,39.03,40.53,40.71,2.56,1046.1,0.475,0.6508,1
79.73,154.47,32.49,47.61,48.3,3.15,2707.7,0.448,0.7772,1
38.83,127.18,39.11,28.99,80.86,3.16,1895.4,0.452,0.7416,1
28.35,76.62,47.72,40.96,40.4,3.33,912.8,0.486,0.6101,1
87.91,287.44,58.03,39.15,57.23,9.82,1016.9,0.4,0.9419,1
6.55,66.29,27.1,29.26,79.58,0.29,1448.2,0.403,0.5688,1
34.98,82.57,49.21,42.07,43.01,3.0,3487.9,0.379,0.6434,1
159.84,407.05,59.18,33.52,37.89,18.34,774.0,0.56,0.9808,1
133.1,476.64,61.2,38.74,59.37,17.07,2849.5,0.22,0.9892,1
56.42,176.54,41.38,26.51,24.86,3.36,3056.7,0.544,0.5286,1
19.6,129.29,32.31,38.11,74.8,1.53,3352.5,0.384,0.7022,1
6.69,32.4,46.06,34.42,72.37,0.54,2195.8,0.33,0.5001,1
183.67,573.97,73.51,48.3,55.57,27.16,530.3,0.355,0.9986,1
69.18,186.5,44.11,25.08,33.2,7.28,276.5,0.558,0.6909,1
141.8,468.11,59.18,37.19,79.21,16.38,1661.6,0.287,0.9939,1
150.54,397.32,72.72,38.09,55.85,22.86,1357.4,0.355,0.9893,1
22.07,54.49,45.76,44.96,62.69,2.04,3045.4,0.412,0.6812,1
64.77,185.93,57.67,40.8,90.87,5.69,2170.2,0.351,0.9386,1
11.21,28.99,31.55,43.25,48.49,0.87,2982.6,0.39,0.4619,0
65.39,152.66,45.5,46.66,54.32,5.4,2082.6,0.325,0.8279,1
24.07,89.47,32.62,49.94,57.55,1.04,950.4,0.358,0.599,1
47.43,127.99,28.76,34.62,37.76,3.41,858.6,0.406,0.6569,1
47.51,146.81,40.39,39.91,82.34,3.92,1504.5,0.237,0.8058,1
15.61,38.34,46.03,49.01,74.93,1.43,296.7,0.244,0.7096,1
129.34,300.65,46.81,58.66,81.59,14.48,1841.1,0.338,0.9806,1
94.73,277.5,54.38,51.2,82.59,9.81,1099.6,0.212,0.9727,1
1.99,7.43,44.7,36.08,62.5,0.15,350.7,0.456,0.4515,0
37.37,135.31,37.83,31.11,85.96,2.02,1766.1,0.257,0.7954,1
28.14,100.57,38.25,38.78,68.18,2.43,2315.3,0.35,0.7083,1
58.35,152.84,44.07,45.48,48.69,4.19,532.4,0.466,0.7463,1
25.07,64.25,45.09,38.85,48.23,2.12,2208.3,0.456,0.603,1
32.03,68.82,43.82,38.64,87.31,2.61,3311.7,0.277,0.7248,1
45.56,105.02,44.43,48.93,56.89,4.38,1442.6,0.35,0.7441,1
53.43,170.31,47.81,35.83,87.65,5.34,3439.7,0.474,0.8624,1
13.06,86.35,41.68,49.83,55.62,0.95,2780.4,0.491,0.7372,1
43.18,167.86,43.93,36.92,75.14,3.33,231.7,0.328,0.8471,1
178.57,463.97,61.07,35.0,75.48,16.92,3319.1,0.349,0.992,1
22.45,80.28,43.96,37.99,88.98,1.62,1883.0,0.352,0.7691,1
35.32,119.15,51.39,46.16,70.67,3.86,2181.9,0.419,0.8,1
38.94,118.69,42.06,28.53,72.03,3.16,2210.4,0.587,0.6388,1
275.55,511.89,85.49,31.15,64.05,29.83,1490.8,0.299,0.999,1
34.59,93.5,29.33,54.84,52.22,1.89,1665.6,0.359,0.701,1
172.54,402.6,58.98,30.43,56.27,24.85,1911.9,0.391,0.9883,1
61.36,152.24,33.15,40.63,77.85,2.73,3386.5,0.403,0.8533,1
210.21,503.66,65.52,40.92,90.85,18.41,920.9,0.3,0.9977,1
33.98,161.79,53.82,38.78,83.43,3.78,3218.2,0.383,0.8079,1
14.0,58.12,46.79,42.63,77.3,1.6,3420.3,0.39,0.6993,1
62.45,206.81,37.09,32.22,84.13,2.86,1602.0,0.425,0.8691,1
127.2,366.43,71.34,40.27,70.76,14.95,1015.7,0.366,0.9887,1
26.45,93.34,47.5,36.1,85.12,1.62,1724.1,0.376,0.7128,1
21.25,99.09,54.79,43.1,45.97,1.8,535.2,0.324,0.6269,1
47.92,145.17,47.56,29.15,70.99,4.38,2910.7,0.308,0.7295,1
96.16,204.47,47.16,40.71,65.94,8.05,1238.6,0.451,0.9151,1
52.17,127.61,33.63,30.77,74.31,2.93,1204.0,0.394,0.6877,1
14.91,34.41,26.91,33.66,44.11,0.59,2422.2,0.472,0.3994,0
14.9,41.77,26.3,31.87,73.33,0.79,2052.3,0.359,0.5854,1
21.49,48.74,42.95,30.68,76.09,1.8,2133.1,0.365,0.705,1
21.12,71.54,43.49,48.43,35.38,1.89,1798.9,0.431,0.4887,0
32.39,106.7,35.31,33.86,61.17,2.55,1687.2,0.352,0.6924,1
41.16,137.03,48.23,53.23,58.45,4.26,1241.9,0.37,0.8859,1
279.85,750.0,75.61,56.36,90.14,51.72,1133.2,0.208,0.9999,1
